drug1,drug2,cell,score,label
ERLOTINIB,SN-38,A2780,36.95459201,1
ERLOTINIB,SN-38,A375,33.42878416,1
ERLOTINIB,SN-38,CAOV3,20.80699628,1
ERLOTINIB,SN-38,ES2,19.73224317,1
ERLOTINIB,SN-38,HCT116,35.52871201,1
ERLOTINIB,SN-38,HT144,11.95533838,1
ERLOTINIB,SN-38,HT29,33.40283823,1
ERLOTINIB,SN-38,KPL1,20.16679018,1
ERLOTINIB,SN-38,LNCAP,-23.06287044,0
ERLOTINIB,SN-38,LOVO,17.72507981,1
ERLOTINIB,SN-38,MDAMB436,23.57565008,1
ERLOTINIB,SN-38,MSTO,11.06322839,1
ERLOTINIB,SN-38,NCIH2122,41.60026332,1
ERLOTINIB,SN-38,NCIH23,53.28600154,1
ERLOTINIB,SN-38,NCIH460,67.7815276,1
ERLOTINIB,SN-38,OV90,-17.32644536,0
ERLOTINIB,SN-38,RKO,23.1858689,1
ERLOTINIB,SN-38,RPMI7951,48.39241724,1
ERLOTINIB,SN-38,SKMEL30,14.15300232,1
ERLOTINIB,SN-38,SKMES1,27.93890797,1
ERLOTINIB,SN-38,SKOV3,21.17547988,1
ERLOTINIB,SN-38,SW620,18.90986456,1
ERLOTINIB,SN-38,SW837,44.01183222,1
ERLOTINIB,SN-38,T47D,11.12311855,1
ERLOTINIB,SN-38,UACC62,22.40289979,1
ERLOTINIB,SN-38,VCAP,42.30916661,1
ERLOTINIB,SN-38,ZR751,52.34467525,1
ERLOTINIB,SORAFENIB,A2058,-1.656545425,0
ERLOTINIB,SORAFENIB,A375,17.32043306,1
ERLOTINIB,SORAFENIB,A427,10.43410153,1
ERLOTINIB,SORAFENIB,HCT116,11.57064644,1
ERLOTINIB,SORAFENIB,LNCAP,-8.097260724,0
ERLOTINIB,SORAFENIB,LOVO,-2.257154012,0
ERLOTINIB,SORAFENIB,MDAMB436,-0.138370486,0
ERLOTINIB,SORAFENIB,MSTO,-7.121315309,0
ERLOTINIB,SORAFENIB,NCIH1650,25.2103511,1
ERLOTINIB,SORAFENIB,NCIH460,15.32578595,1
ERLOTINIB,SORAFENIB,NCIH520,17.26591297,1
ERLOTINIB,SORAFENIB,RKO,16.82768188,1
ERLOTINIB,SORAFENIB,RPMI7951,-6.121401576,0
ERLOTINIB,SORAFENIB,SKMES1,-4.668334827,0
ERLOTINIB,SORAFENIB,VCAP,13.09047278,1
ERLOTINIB,SORAFENIB,ZR751,-3.034091706,0
ERLOTINIB,TOPOTECAN,A2058,20.65954665,1
ERLOTINIB,TOPOTECAN,A2780,24.97319688,1
ERLOTINIB,TOPOTECAN,A375,25.44025942,1
ERLOTINIB,TOPOTECAN,A427,26.27349199,1
ERLOTINIB,TOPOTECAN,CAOV3,13.85971809,1
ERLOTINIB,TOPOTECAN,ES2,26.16252976,1
ERLOTINIB,TOPOTECAN,HCT116,32.08496121,1
ERLOTINIB,TOPOTECAN,HT144,21.41281544,1
ERLOTINIB,TOPOTECAN,HT29,22.53932867,1
ERLOTINIB,TOPOTECAN,KPL1,27.57395354,1
ERLOTINIB,TOPOTECAN,LNCAP,14.14259104,1
ERLOTINIB,TOPOTECAN,LOVO,32.12638544,1
ERLOTINIB,TOPOTECAN,MDAMB436,18.18112793,1
ERLOTINIB,TOPOTECAN,MSTO,-2.517627621,0
ERLOTINIB,TOPOTECAN,NCIH1650,17.76980064,1
ERLOTINIB,TOPOTECAN,NCIH2122,37.08704855,1
ERLOTINIB,TOPOTECAN,NCIH23,29.76010548,1
ERLOTINIB,TOPOTECAN,NCIH460,33.09865807,1
ERLOTINIB,TOPOTECAN,NCIH520,31.44481537,1
ERLOTINIB,TOPOTECAN,OV90,15.64009684,1
ERLOTINIB,TOPOTECAN,RKO,49.30660489,1
ERLOTINIB,TOPOTECAN,RPMI7951,18.23841661,1
ERLOTINIB,TOPOTECAN,SKMEL30,33.82957414,1
ERLOTINIB,TOPOTECAN,SKMES1,25.71822543,1
ERLOTINIB,TOPOTECAN,SKOV3,15.86688743,1
ERLOTINIB,TOPOTECAN,SW620,23.34923593,1
ERLOTINIB,TOPOTECAN,SW837,41.81525129,1
ERLOTINIB,TOPOTECAN,T47D,-8.418283418,0
ERLOTINIB,TOPOTECAN,UACC62,23.24368022,1
ERLOTINIB,TOPOTECAN,VCAP,58.19345418,1
ERLOTINIB,TOPOTECAN,ZR751,52.94124794,1
ETOPOSIDE,ABT-888,A2780,14.68267605,1
ETOPOSIDE,ABT-888,A427,-13.99330443,0
ETOPOSIDE,ABT-888,CAOV3,88.90313873,1
ETOPOSIDE,ABT-888,ES2,-14.56628388,0
ETOPOSIDE,ABT-888,LNCAP,15.47021179,1
ETOPOSIDE,ABT-888,LOVO,-6.133935958,0
ETOPOSIDE,ABT-888,MDAMB436,19.64911645,1
ETOPOSIDE,ABT-888,MSTO,26.68015393,1
ETOPOSIDE,ABT-888,NCIH2122,14.82611338,1
ETOPOSIDE,ABT-888,NCIH23,-3.119972444,0
ETOPOSIDE,ABT-888,NCIH460,-4.320617073,0
ETOPOSIDE,ABT-888,OV90,-9.015840712,0
ETOPOSIDE,ABT-888,RPMI7951,-3.835318235,0
ETOPOSIDE,ABT-888,SKMEL30,-4.583916575,0
ETOPOSIDE,ABT-888,SKOV3,10.96285395,1
ETOPOSIDE,ABT-888,T47D,19.26227749,1
ETOPOSIDE,ABT-888,UACC62,-6.40736852,0
ETOPOSIDE,ABT-888,VCAP,13.83317407,1
ETOPOSIDE,ABT-888,ZR751,23.68977919,1
ETOPOSIDE,AZD1775,A2058,15.44501094,1
ETOPOSIDE,AZD1775,A2780,12.37717655,1
ETOPOSIDE,AZD1775,A375,19.24466621,1
ETOPOSIDE,AZD1775,A427,-5.013824614,0
ETOPOSIDE,AZD1775,CAOV3,37.36484746,1
ETOPOSIDE,AZD1775,HCT116,10.59726676,1
ETOPOSIDE,AZD1775,HT144,18.24335032,1
ETOPOSIDE,AZD1775,HT29,15.37580712,1
ETOPOSIDE,AZD1775,KPL1,24.46834197,1
ETOPOSIDE,AZD1775,LNCAP,21.45110565,1
ETOPOSIDE,AZD1775,MDAMB436,19.60267165,1
ETOPOSIDE,AZD1775,MSTO,10.58318215,1
ETOPOSIDE,AZD1775,NCIH1650,34.96332912,1
ETOPOSIDE,AZD1775,NCIH23,-147.6170918,0
ETOPOSIDE,AZD1775,OV90,-0.117737123,0
ETOPOSIDE,AZD1775,SKMEL30,19.87151541,1
ETOPOSIDE,AZD1775,SW620,-1.583560517,0
ETOPOSIDE,AZD1775,SW837,18.5510652,1
ETOPOSIDE,AZD1775,T47D,-20.69843069,0
ETOPOSIDE,AZD1775,UACC62,25.10252076,1
ETOPOSIDE,AZD1775,VCAP,20.27995291,1
ETOPOSIDE,BEZ-235,A2780,10.20235477,1
ETOPOSIDE,BEZ-235,A375,31.99711368,1
ETOPOSIDE,BEZ-235,CAOV3,85.75614627,1
ETOPOSIDE,BEZ-235,ES2,-9.272964164,0
ETOPOSIDE,BEZ-235,HCT116,11.0164147,1
ETOPOSIDE,BEZ-235,HT144,36.34399595,1
ETOPOSIDE,BEZ-235,HT29,16.22686827,1
ETOPOSIDE,BEZ-235,KPL1,24.92334535,1
ETOPOSIDE,BEZ-235,LNCAP,93.40478314,1
ETOPOSIDE,BEZ-235,MDAMB436,28.39176146,1
ETOPOSIDE,BEZ-235,MSTO,20.29258749,1
ETOPOSIDE,BEZ-235,NCIH1650,12.69405749,1
ETOPOSIDE,BEZ-235,NCIH23,-11.80792927,0
ETOPOSIDE,BEZ-235,NCIH460,29.59680637,1
ETOPOSIDE,BEZ-235,NCIH520,10.0132192,1
ETOPOSIDE,BEZ-235,OV90,15.14526912,1
ETOPOSIDE,BEZ-235,RKO,19.35076083,1
ETOPOSIDE,BEZ-235,RPMI7951,-13.30798634,0
ETOPOSIDE,BEZ-235,SKMEL30,19.05504017,1
ETOPOSIDE,BEZ-235,SKOV3,-12.54844267,0
ETOPOSIDE,BEZ-235,SW837,-3.584024187,0
ETOPOSIDE,BEZ-235,T47D,101.6125542,1
ETOPOSIDE,BEZ-235,UACC62,14.78327732,1
ETOPOSIDE,BEZ-235,VCAP,10.27191331,1
ETOPOSIDE,BEZ-235,ZR751,37.20808625,1
ETOPOSIDE,BORTEZOMIB,A2058,-6.671434145,0
ETOPOSIDE,BORTEZOMIB,A2780,-1.471039843,0
ETOPOSIDE,BORTEZOMIB,A375,-9.828740982,0
ETOPOSIDE,BORTEZOMIB,A427,-14.07950269,0
ETOPOSIDE,BORTEZOMIB,CAOV3,54.31000908,1
ETOPOSIDE,BORTEZOMIB,ES2,-38.16106574,0
ETOPOSIDE,BORTEZOMIB,HCT116,-8.868555969,0
ETOPOSIDE,BORTEZOMIB,HT29,-16.41332149,0
ETOPOSIDE,BORTEZOMIB,KPL1,10.85696912,1
ETOPOSIDE,BORTEZOMIB,MSTO,49.13867719,1
ETOPOSIDE,BORTEZOMIB,NCIH1650,-9.014306492,0
ETOPOSIDE,BORTEZOMIB,NCIH2122,-11.99507083,0
ETOPOSIDE,BORTEZOMIB,NCIH23,-11.27577628,0
ETOPOSIDE,BORTEZOMIB,NCIH460,-8.824395786,0
ETOPOSIDE,BORTEZOMIB,NCIH520,-33.89563814,0
ETOPOSIDE,BORTEZOMIB,OV90,-20.56680342,0
ETOPOSIDE,BORTEZOMIB,RKO,-0.373258299,0
ETOPOSIDE,BORTEZOMIB,RPMI7951,-15.77053036,0
ETOPOSIDE,BORTEZOMIB,SKMEL30,-0.547561579,0
ETOPOSIDE,BORTEZOMIB,SKMES1,-21.79160617,0
ETOPOSIDE,BORTEZOMIB,SKOV3,-4.762213184,0
ETOPOSIDE,BORTEZOMIB,SW837,-14.57106296,0
ETOPOSIDE,BORTEZOMIB,T47D,-19.80398812,0
ETOPOSIDE,BORTEZOMIB,UACC62,-17.8222598,0
ETOPOSIDE,BORTEZOMIB,VCAP,-10.5712824,0
ETOPOSIDE,BORTEZOMIB,ZR751,26.75504326,1
ETOPOSIDE,DASATINIB,A2058,11.20512286,1
ETOPOSIDE,DASATINIB,A2780,66.56695223,1
ETOPOSIDE,DASATINIB,A375,33.1108059,1
ETOPOSIDE,DASATINIB,A427,29.60077592,1
ETOPOSIDE,DASATINIB,CAOV3,58.84842185,1
ETOPOSIDE,DASATINIB,ES2,-17.70072655,0
ETOPOSIDE,DASATINIB,HT144,-36.23824218,0
ETOPOSIDE,DASATINIB,HT29,24.34993899,1
ETOPOSIDE,DASATINIB,KPL1,26.27136634,1
ETOPOSIDE,DASATINIB,LNCAP,31.32548663,1
ETOPOSIDE,DASATINIB,LOVO,60.79997037,1
ETOPOSIDE,DASATINIB,MDAMB436,25.68606382,1
ETOPOSIDE,DASATINIB,MSTO,85.69462031,1
ETOPOSIDE,DASATINIB,NCIH1650,50.30604813,1
ETOPOSIDE,DASATINIB,NCIH2122,-55.13805214,0
ETOPOSIDE,DASATINIB,NCIH23,-183.3295713,0
ETOPOSIDE,DASATINIB,NCIH460,40.12098513,1
ETOPOSIDE,DASATINIB,NCIH520,43.69840612,1
ETOPOSIDE,DASATINIB,RKO,25.08988503,1
ETOPOSIDE,DASATINIB,RPMI7951,15.50291598,1
ETOPOSIDE,DASATINIB,SKMEL30,-32.47747331,0
ETOPOSIDE,DASATINIB,SKMES1,11.81229646,1
ETOPOSIDE,DASATINIB,SW620,42.24770688,1
ETOPOSIDE,DASATINIB,SW837,40.76213756,1
ETOPOSIDE,DASATINIB,T47D,-19.09969407,0
ETOPOSIDE,DINACICLIB,A2058,-6.54343035,0
ETOPOSIDE,DINACICLIB,A375,-122.7718052,0
ETOPOSIDE,DINACICLIB,A427,-6.175862283,0
ETOPOSIDE,DINACICLIB,CAOV3,56.19980681,1
ETOPOSIDE,DINACICLIB,ES2,-9.823003589,0
ETOPOSIDE,DINACICLIB,HCT116,-12.96661918,0
ETOPOSIDE,DINACICLIB,HT144,-6.208539927,0
ETOPOSIDE,DINACICLIB,HT29,-8.402234817,0
ETOPOSIDE,DINACICLIB,LNCAP,16.99298687,1
ETOPOSIDE,DINACICLIB,NCIH1650,-7.066983752,0
ETOPOSIDE,DINACICLIB,NCIH23,-19.11703449,0
ETOPOSIDE,DINACICLIB,NCIH460,-3.319854435,0
ETOPOSIDE,DINACICLIB,NCIH520,-6.419818846,0
ETOPOSIDE,DINACICLIB,OV90,-13.03157185,0
ETOPOSIDE,DINACICLIB,RPMI7951,-11.643017,0
ETOPOSIDE,DINACICLIB,SKMES1,-14.77517427,0
ETOPOSIDE,DINACICLIB,SKOV3,-30.18913558,0
ETOPOSIDE,DINACICLIB,SW620,-11.10063669,0
ETOPOSIDE,DINACICLIB,SW837,-15.55200919,0
ETOPOSIDE,DINACICLIB,T47D,-5.678191297,0
ETOPOSIDE,DINACICLIB,UACC62,13.78149023,1
ETOPOSIDE,DINACICLIB,VCAP,-7.289445362,0
ETOPOSIDE,ERLOTINIB,A2780,19.61720698,1
ETOPOSIDE,ERLOTINIB,A375,34.50823729,1
ETOPOSIDE,ERLOTINIB,CAOV3,92.93746278,1
ETOPOSIDE,ERLOTINIB,ES2,18.11376615,1
ETOPOSIDE,ERLOTINIB,HCT116,35.1756303,1
ETOPOSIDE,ERLOTINIB,HT144,31.44622163,1
ETOPOSIDE,ERLOTINIB,HT29,28.78939285,1
ETOPOSIDE,ERLOTINIB,KPL1,21.82928608,1
ETOPOSIDE,ERLOTINIB,LNCAP,16.85599278,1
ETOPOSIDE,ERLOTINIB,LOVO,42.42601554,1
ETOPOSIDE,ERLOTINIB,MDAMB436,30.44386811,1
ETOPOSIDE,ERLOTINIB,MSTO,24.38717471,1
ETOPOSIDE,ERLOTINIB,NCIH1650,17.79526819,1
ETOPOSIDE,ERLOTINIB,NCIH2122,47.47430247,1
ETOPOSIDE,ERLOTINIB,NCIH23,-164.2668412,0
ETOPOSIDE,ERLOTINIB,NCIH460,46.67308553,1
ETOPOSIDE,ERLOTINIB,NCIH520,27.1848439,1
ETOPOSIDE,ERLOTINIB,OV90,10.83586569,1
ETOPOSIDE,ERLOTINIB,RKO,26.04444652,1
ETOPOSIDE,ERLOTINIB,RPMI7951,-0.933022902,0
ETOPOSIDE,ERLOTINIB,SKMEL30,19.96889488,1
ETOPOSIDE,ERLOTINIB,SKMES1,23.310596,1
ETOPOSIDE,ERLOTINIB,SKOV3,20.97161438,1
ETOPOSIDE,ERLOTINIB,SW620,13.5792001,1
ETOPOSIDE,ERLOTINIB,SW837,57.51358379,1
ETOPOSIDE,ERLOTINIB,T47D,-9.409443094,0
ETOPOSIDE,ERLOTINIB,UACC62,41.71895529,1
ETOPOSIDE,ERLOTINIB,VCAP,41.85350576,1
ETOPOSIDE,ERLOTINIB,ZR751,51.47375496,1
ETOPOSIDE,GELDANAMYCIN,A2058,31.06156665,1
ETOPOSIDE,GELDANAMYCIN,A2780,14.78833293,1
ETOPOSIDE,GELDANAMYCIN,CAOV3,71.48082401,1
ETOPOSIDE,GELDANAMYCIN,ES2,-0.955779851,0
ETOPOSIDE,GELDANAMYCIN,HCT116,-0.588757773,0
ETOPOSIDE,GELDANAMYCIN,HT144,13.82754853,1
ETOPOSIDE,GELDANAMYCIN,KPL1,13.31586297,1
ETOPOSIDE,GELDANAMYCIN,LNCAP,47.35424191,1
ETOPOSIDE,GELDANAMYCIN,LOVO,-10.67503159,0
ETOPOSIDE,GELDANAMYCIN,MDAMB436,23.95624073,1
ETOPOSIDE,GELDANAMYCIN,MSTO,-19.47647489,0
ETOPOSIDE,GELDANAMYCIN,NCIH1650,17.24561619,1
ETOPOSIDE,GELDANAMYCIN,NCIH2122,-0.438111402,0
ETOPOSIDE,GELDANAMYCIN,NCIH23,-14.08747051,0
ETOPOSIDE,GELDANAMYCIN,RKO,-0.090062769,0
ETOPOSIDE,GELDANAMYCIN,RPMI7951,-2.264074694,0
ETOPOSIDE,GELDANAMYCIN,SKMEL30,32.84665347,1
ETOPOSIDE,GELDANAMYCIN,SKMES1,-1.066153632,0
ETOPOSIDE,GELDANAMYCIN,SW620,10.05653204,1
ETOPOSIDE,GELDANAMYCIN,SW837,17.12797168,1
ETOPOSIDE,GELDANAMYCIN,T47D,27.24545847,1
ETOPOSIDE,LAPATINIB,A2058,-0.860922372,0
ETOPOSIDE,LAPATINIB,A2780,27.29088399,1
ETOPOSIDE,LAPATINIB,A375,13.69023701,1
ETOPOSIDE,LAPATINIB,A427,-14.40714784,0
ETOPOSIDE,LAPATINIB,CAOV3,143.2917905,1
ETOPOSIDE,LAPATINIB,ES2,-5.679573392,0
ETOPOSIDE,LAPATINIB,HCT116,27.63842614,1
ETOPOSIDE,LAPATINIB,HT144,12.75033962,1
ETOPOSIDE,LAPATINIB,HT29,15.97781704,1
ETOPOSIDE,LAPATINIB,LNCAP,27.81267656,1
ETOPOSIDE,LAPATINIB,LOVO,50.4281854,1
ETOPOSIDE,LAPATINIB,MDAMB436,20.148526,1
ETOPOSIDE,LAPATINIB,MSTO,12.36887928,1
ETOPOSIDE,LAPATINIB,NCIH1650,21.63106086,1
ETOPOSIDE,LAPATINIB,NCIH2122,31.30947607,1
ETOPOSIDE,LAPATINIB,NCIH23,-167.5463503,0
ETOPOSIDE,LAPATINIB,NCIH460,13.85044038,1
ETOPOSIDE,LAPATINIB,NCIH520,17.8898734,1
ETOPOSIDE,LAPATINIB,OV90,-14.60244237,0
ETOPOSIDE,LAPATINIB,RPMI7951,16.62443398,1
ETOPOSIDE,LAPATINIB,SKMES1,17.65399073,1
ETOPOSIDE,LAPATINIB,SKOV3,19.13814953,1
ETOPOSIDE,LAPATINIB,SW620,17.83915302,1
ETOPOSIDE,LAPATINIB,SW837,43.76187067,1
ETOPOSIDE,LAPATINIB,T47D,-7.076746444,0
ETOPOSIDE,LAPATINIB,VCAP,18.86209891,1
ETOPOSIDE,LAPATINIB,ZR751,42.94795226,1
ETOPOSIDE,MK-2206,A2058,23.8414603,1
ETOPOSIDE,MK-2206,A2780,25.09455866,1
ETOPOSIDE,MK-2206,A375,40.3600574,1
ETOPOSIDE,MK-2206,A427,24.8922984,1
ETOPOSIDE,MK-2206,CAOV3,159.9074884,1
ETOPOSIDE,MK-2206,ES2,17.05506379,1
ETOPOSIDE,MK-2206,HCT116,41.47821659,1
ETOPOSIDE,MK-2206,HT144,47.84405312,1
ETOPOSIDE,MK-2206,HT29,20.80452543,1
ETOPOSIDE,MK-2206,KPL1,60.24310124,1
ETOPOSIDE,MK-2206,LNCAP,28.94828404,1
ETOPOSIDE,MK-2206,LOVO,36.55388298,1
ETOPOSIDE,MK-2206,MDAMB436,34.50086052,1
ETOPOSIDE,MK-2206,MSTO,46.61376899,1
ETOPOSIDE,MK-2206,NCIH1650,35.02054763,1
ETOPOSIDE,MK-2206,NCIH2122,43.0982675,1
ETOPOSIDE,MK-2206,NCIH23,-168.9394512,0
ETOPOSIDE,MK-2206,NCIH460,46.56657824,1
ETOPOSIDE,MK-2206,NCIH520,10.89510435,1
ETOPOSIDE,MK-2206,OV90,35.08106665,1
ETOPOSIDE,MK-2206,RKO,49.94340541,1
ETOPOSIDE,MK-2206,RPMI7951,17.24510007,1
ETOPOSIDE,MK-2206,SKMEL30,33.04954641,1
ETOPOSIDE,MK-2206,SKMES1,44.45871774,1
ETOPOSIDE,MK-2206,SW620,19.41488902,1
ETOPOSIDE,MK-2206,SW837,41.49633741,1
ETOPOSIDE,MK-2206,UACC62,42.952925,1
ETOPOSIDE,MK-2206,VCAP,33.39039432,1
ETOPOSIDE,MK-2206,ZR751,20.59921408,1
ETOPOSIDE,MK-4827,A2058,-1.376598957,0
ETOPOSIDE,MK-4827,A427,-7.518707691,0
ETOPOSIDE,MK-4827,CAOV3,80.47079268,1
ETOPOSIDE,MK-4827,ES2,-1.898169265,0
ETOPOSIDE,MK-4827,HCT116,14.46865635,1
ETOPOSIDE,MK-4827,HT144,14.3526779,1
ETOPOSIDE,MK-4827,KPL1,12.03162042,1
ETOPOSIDE,MK-4827,LNCAP,-21.59027419,0
ETOPOSIDE,MK-4827,MDAMB436,17.94787139,1
ETOPOSIDE,MK-4827,MSTO,-0.331740922,0
ETOPOSIDE,MK-4827,NCIH1650,26.22483109,1
ETOPOSIDE,MK-4827,NCIH2122,18.38423784,1
ETOPOSIDE,MK-4827,NCIH23,-148.8888175,0
ETOPOSIDE,MK-4827,NCIH460,15.82136711,1
ETOPOSIDE,MK-4827,NCIH520,24.07225252,1
ETOPOSIDE,MK-4827,SKMEL30,12.74273808,1
ETOPOSIDE,MK-4827,SKOV3,21.90598342,1
ETOPOSIDE,MK-4827,SW837,10.6277545,1
ETOPOSIDE,MK-4827,T47D,-30.71348163,0
ETOPOSIDE,MK-4827,VCAP,22.09555743,1
ETOPOSIDE,MK-5108,A2058,-0.715427782,0
ETOPOSIDE,MK-5108,A2780,10.19864377,1
ETOPOSIDE,MK-5108,A375,14.98912703,1
ETOPOSIDE,MK-5108,A427,-1.464378994,0
ETOPOSIDE,MK-5108,CAOV3,70.49294954,1
ETOPOSIDE,MK-5108,HCT116,10.74024587,1
ETOPOSIDE,MK-5108,HT144,-2.887197332,0
ETOPOSIDE,MK-5108,HT29,22.04488376,1
ETOPOSIDE,MK-5108,LNCAP,-12.66025633,0
ETOPOSIDE,MK-5108,MDAMB436,15.00819876,1
ETOPOSIDE,MK-5108,MSTO,27.5905608,1
ETOPOSIDE,MK-5108,NCIH1650,-6.935954474,0
ETOPOSIDE,MK-5108,NCIH2122,-6.876238205,0
ETOPOSIDE,MK-5108,NCIH23,15.02519485,1
ETOPOSIDE,MK-5108,NCIH460,-12.89621832,0
ETOPOSIDE,MK-5108,NCIH520,-11.51128765,0
ETOPOSIDE,MK-5108,OV90,21.11551933,1
ETOPOSIDE,MK-5108,RKO,29.56165952,1
ETOPOSIDE,MK-5108,RPMI7951,17.68925642,1
ETOPOSIDE,MK-5108,SKMEL30,16.3525159,1
ETOPOSIDE,MK-5108,SKMES1,-2.921827285,0
ETOPOSIDE,MK-5108,SW620,20.04486147,1
ETOPOSIDE,MK-5108,SW837,13.24837557,1
ETOPOSIDE,MK-5108,T47D,-6.895642225,0
ETOPOSIDE,MK-5108,VCAP,-10.31394043,0
ETOPOSIDE,MK-5108,ZR751,-13.80178169,0
ETOPOSIDE,MK-8669,A2058,-4.101561409,0
ETOPOSIDE,MK-8669,A2780,22.65392265,1
ETOPOSIDE,MK-8669,A375,30.71559892,1
ETOPOSIDE,MK-8669,CAOV3,118.6852801,1
ETOPOSIDE,MK-8669,HT144,41.58992657,1
ETOPOSIDE,MK-8669,HT29,18.36383757,1
ETOPOSIDE,MK-8669,KPL1,47.41302637,1
ETOPOSIDE,MK-8669,LNCAP,34.45017819,1
ETOPOSIDE,MK-8669,LOVO,11.94561077,1
ETOPOSIDE,MK-8669,MDAMB436,32.37389935,1
ETOPOSIDE,MK-8669,MSTO,41.59139974,1
ETOPOSIDE,MK-8669,NCIH1650,35.97509228,1
ETOPOSIDE,MK-8669,NCIH2122,15.17289775,1
ETOPOSIDE,MK-8669,NCIH23,-146.9487222,0
ETOPOSIDE,MK-8669,OV90,11.76803064,1
ETOPOSIDE,MK-8669,RKO,34.5234873,1
ETOPOSIDE,MK-8669,SKMEL30,28.66295459,1
ETOPOSIDE,MK-8669,SKMES1,12.23523546,1
ETOPOSIDE,MK-8669,SKOV3,11.53211009,1
ETOPOSIDE,MK-8669,SW837,33.80011003,1
ETOPOSIDE,MK-8669,T47D,10.68281825,1
ETOPOSIDE,MK-8669,UACC62,34.55875316,1
ETOPOSIDE,MK-8669,VCAP,30.50590257,1
ETOPOSIDE,MK-8776,A2058,57.67901606,1
ETOPOSIDE,MK-8776,A2780,21.34548508,1
ETOPOSIDE,MK-8776,A375,-65.08015716,0
ETOPOSIDE,MK-8776,CAOV3,65.09984723,1
ETOPOSIDE,MK-8776,ES2,14.57024735,1
ETOPOSIDE,MK-8776,HT144,26.87486066,1
ETOPOSIDE,MK-8776,HT29,22.77599038,1
ETOPOSIDE,MK-8776,KPL1,19.85632094,1
ETOPOSIDE,MK-8776,LNCAP,10.87595618,1
ETOPOSIDE,MK-8776,LOVO,18.18567062,1
ETOPOSIDE,MK-8776,MDAMB436,25.41312428,1
ETOPOSIDE,MK-8776,NCIH1650,25.17189985,1
ETOPOSIDE,MK-8776,NCIH23,13.64690864,1
ETOPOSIDE,MK-8776,NCIH520,19.42049005,1
ETOPOSIDE,MK-8776,RPMI7951,-4.400445581,0
ETOPOSIDE,MK-8776,SKMEL30,58.93855866,1
ETOPOSIDE,MK-8776,SKMES1,-14.15759259,0
ETOPOSIDE,MK-8776,SW620,-12.87630561,0
ETOPOSIDE,MK-8776,T47D,-29.18931096,0
ETOPOSIDE,MK-8776,UACC62,20.63281721,1
ETOPOSIDE,MK-8776,VCAP,54.77812255,1
ETOPOSIDE,MK-8776,ZR751,18.63434109,1
ETOPOSIDE,PD325901,A2058,22.17348782,1
ETOPOSIDE,PD325901,A2780,36.84388809,1
ETOPOSIDE,PD325901,A375,15.70383058,1
ETOPOSIDE,PD325901,A427,10.50635845,1
ETOPOSIDE,PD325901,CAOV3,122.0788947,1
ETOPOSIDE,PD325901,HCT116,10.08603496,1
ETOPOSIDE,PD325901,HT144,39.74829923,1
ETOPOSIDE,PD325901,HT29,12.27090058,1
ETOPOSIDE,PD325901,LNCAP,40.32291573,1
ETOPOSIDE,PD325901,LOVO,30.23540886,1
ETOPOSIDE,PD325901,MDAMB436,25.97741805,1
ETOPOSIDE,PD325901,MSTO,-20.58151609,0
ETOPOSIDE,PD325901,NCIH1650,25.46667544,1
ETOPOSIDE,PD325901,NCIH2122,27.0184105,1
ETOPOSIDE,PD325901,NCIH460,39.75978234,1
ETOPOSIDE,PD325901,NCIH520,-5.117621187,0
ETOPOSIDE,PD325901,OV90,21.03998461,1
ETOPOSIDE,PD325901,RKO,38.3604726,1
ETOPOSIDE,PD325901,RPMI7951,-6.949425339,0
ETOPOSIDE,PD325901,SKMEL30,13.82899063,1
ETOPOSIDE,PD325901,SKOV3,12.82333603,1
ETOPOSIDE,PD325901,SW620,13.89698344,1
ETOPOSIDE,PD325901,SW837,14.01239834,1
ETOPOSIDE,PD325901,T47D,33.34594771,1
ETOPOSIDE,PD325901,VCAP,14.54518531,1
ETOPOSIDE,PD325901,ZR751,48.6253214,1
ETOPOSIDE,SORAFENIB,A2058,-12.15503625,0
ETOPOSIDE,SORAFENIB,A375,-3.842677164,0
ETOPOSIDE,SORAFENIB,CAOV3,40.76840903,1
ETOPOSIDE,SORAFENIB,ES2,-7.382916804,0
ETOPOSIDE,SORAFENIB,HCT116,-0.538565818,0
ETOPOSIDE,SORAFENIB,HT29,-5.500644869,0
ETOPOSIDE,SORAFENIB,LNCAP,-4.175896958,0
ETOPOSIDE,SORAFENIB,LOVO,-10.0797683,0
ETOPOSIDE,SORAFENIB,MDAMB436,-8.093217244,0
ETOPOSIDE,SORAFENIB,MSTO,-8.461292512,0
ETOPOSIDE,SORAFENIB,NCIH2122,-0.787832957,0
ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965,0
ETOPOSIDE,SORAFENIB,NCIH520,12.57460996,1
ETOPOSIDE,SORAFENIB,OV90,-8.086183338,0
ETOPOSIDE,SORAFENIB,RKO,-3.538439088,0
ETOPOSIDE,SORAFENIB,RPMI7951,-10.84972086,0
ETOPOSIDE,SORAFENIB,SKMES1,-2.332092648,0
ETOPOSIDE,SORAFENIB,SKOV3,-3.41378037,0
ETOPOSIDE,SORAFENIB,SW837,10.08182525,1
ETOPOSIDE,SORAFENIB,T47D,-12.4278492,0
ETOPOSIDE,SORAFENIB,UACC62,-5.136866616,0
ETOPOSIDE,SORAFENIB,VCAP,-19.78803715,0
ETOPOSIDE,SORAFENIB,ZR751,-11.74689916,0
